ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
884513944,0,20-Dec-56,42,0,11,59945.00 ,No,192207.00 ,Yes,M,Masters,Lawyer,42,Private,14190,6,Minivan,no,0,0,No,0,0,16,0,Highly Urban/ Urban
627708979,0,14-Sep-65,34,3,13,34019.00 ,No,91875.00 ,Yes,z_F,Masters,Lawyer,27,Private,8300,7,z_SUV,no,0,0,No,0,0,20,0,Highly Urban/ Urban
116375554,0,6-Oct-68,31,2,12,18903.00 ,No,93797.00 ,Yes,z_F,<High School,Clerical,48,Private,17330,4,Minivan,no,0,0,No,0,0,7,0,Highly Urban/ Urban
235358484,0,22-Feb-71,28,1,13,44077.00 ,No,170598.00 ,Yes,z_F,z_High School,z_Blue Collar,29,Commercial,8710,6,z_SUV,no,8935,2,No,0,6857,1,1,Highly Urban/ Urban
528040687,0,7-Feb-56,43,0,13,37214.00 ,No,,Yes,M,<High School,z_Blue Collar,52,Commercial,26560,1,Panel Truck,yes,0,0,No,3,3627,1,1,Highly Urban/ Urban
652572577,0,16-Dec-50,48,0,14,96274.00 ,No,282904.00 ,Yes,z_F,Masters,Lawyer,36,Private,11130,6,z_SUV,no,8250,1,No,5,0,14,0,Highly Urban/ Urban
410873772,0,24-Jul-52,47,0,11,46281.00 ,No,0.00 ,z_No,z_F,<High School,z_Blue Collar,29,Private,19700,10,Minivan,no,0,0,No,1,0,5,0,Highly Urban/ Urban
254362485,2,6-Jul-55,44,2,0,0.00 ,No,82344.00 ,Yes,z_F,z_High School,Home Maker,8,Private,5900,6,z_SUV,no,3338,3,No,0,0,11,0,Highly Urban/ Urban
69165559,0,14-Apr-53,46,0,14,,No,207519.00 ,Yes,M,Bachelors,Professional,7,Commercial,25660,1,Panel Truck,no,2119,1,No,2,0,12,0,Highly Urban/ Urban
201327208,0,14-Dec-38,60,0,12,37940.00 ,No,182739.00 ,Yes,z_F,z_High School,z_Blue Collar,16,Commercial,11290,1,Sports Car,no,0,0,No,0,5247,1,1,Highly Urban/ Urban
573751437,0,14-Dec-65,33,1,13,79606.00 ,No,225962.00 ,Yes,z_F,Bachelors,Professional,27,Private,16830,9,z_SUV,no,0,0,No,2,0,15,0,z_Highly Rural/ Rural
483050926,0,17-Apr-67,32,1,9,31275.00 ,No,118160.00 ,Yes,z_F,z_High School,Clerical,26,Private,10030,1,z_SUV,no,0,0,No,0,4486,1,1,Highly Urban/ Urban
146989842,1,9-Apr-55,44,2,17,45488.00 ,No,219378.00 ,Yes,M,Bachelors,Manager,16,Private,22090,17,Minivan,no,0,0,No,0,0,12,0,Highly Urban/ Urban
742435591,0,5-Apr-64,35,0,8,72193.00 ,No,0.00 ,z_No,z_F,Bachelors,Clerical,26,Private,12220,6,z_SUV,no,0,0,No,3,0,12,0,Highly Urban/ Urban
915517588,0,6-May-59,40,2,0,,No,98777.00 ,Yes,z_F,Masters,Home Maker,15,Private,14130,6,z_SUV,no,38127,2,Yes,4,0,12,0,z_Highly Rural/ Rural
756785495,0,15-May-45,54,0,12,33212.00 ,No,158432.00 ,Yes,M,<High School,z_Blue Collar,27,Commercial,24000,4,Panel Truck,no,0,0,No,5,4901,,1,Highly Urban/ Urban
66662029,0,14-Feb-50,49,0,5,49244.00 ,No,163444.00 ,Yes,M,Bachelors,Clerical,30,Private,15880,1,Minivan,no,0,0,No,1,0,1,0,Highly Urban/ Urban
294816298,2,3-Aug-63,36,2,12,130540.00 ,Yes,344195.00 ,z_No,z_F,Bachelors,z_Blue Collar,5,Commercial,27200,4,Minivan,no,0,0,No,0,0,9,0,z_Highly Rural/ Rural
686791659,0,7-May-47,52,0,8,51278.00 ,No,230340.00 ,Yes,z_F,Bachelors,Professional,37,Private,1500,4,z_SUV,no,0,0,No,1,0,10,0,Highly Urban/ Urban
269341556,0,28-Sep-58,41,0,7,92842.00 ,No,286113.00 ,z_No,M,Masters,,12,Commercial,25810,6,Panel Truck,no,1431,2,No,5,0,15,0,Highly Urban/ Urban
396972296,0,26-Jul-60,39,0,10,35081.00 ,No,202839.00 ,Yes,M,Bachelors,z_Blue Collar,38,Commercial,16640,4,Van,yes,0,0,No,0,0,13,0,Highly Urban/ Urban
364483168,0,9-Apr-43,56,0,0,0.00 ,No,63827.00 ,Yes,z_F,PhD,Home Maker,65,Private,13220,1,Minivan,no,0,0,No,0,0,12,0,z_Highly Rural/ Rural
866093378,0,7-Mar-50,49,0,12,115044.00 ,No,311980.00 ,z_No,z_F,PhD,Doctor,18,Private,17900,1,Minivan,no,0,0,No,0,0,14,0,Highly Urban/ Urban
515421877,0,30-May-61,38,0,11,37754.00 ,No,138823.00 ,Yes,z_F,z_High School,Clerical,47,Private,12080,1,z_SUV,no,0,0,No,2,0,9,0,z_Highly Rural/ Rural
173737852,0,1-Jun-56,43,2,17,145353.00 ,No,418785.00 ,Yes,z_F,Masters,,38,Commercial,29450,6,Van,no,0,0,No,0,0,15,0,Highly Urban/ Urban
745183922,0,30-Jun-49,50,0,8,167469.00 ,No,0.00 ,z_No,z_F,PhD,Doctor,22,Private,34150,4,Sports Car,no,0,0,No,3,0,1,0,Highly Urban/ Urban
298271736,0,4-Nov-36,63,0,15,121398.00 ,No,343410.00 ,Yes,z_F,PhD,Doctor,10,Private,16270,1,z_SUV,no,0,0,No,0,0,11,0,Highly Urban/ Urban
70821537,0,12-Aug-47,52,0,0,0.00 ,No,87925.00 ,z_No,z_F,z_High School,Student,48,Commercial,9280,1,z_SUV,no,0,0,No,1,0,6,0,z_Highly Rural/ Rural
258951025,0,24-Oct-64,35,0,7,14508.00 ,No,0.00 ,Yes,M,Bachelors,Student,22,Commercial,6450,1,Pickup,no,0,0,No,0,0,7,0,Highly Urban/ Urban
807174588,0,16-Nov-56,43,0,13,75338.00 ,No,270555.00 ,Yes,z_F,Bachelors,Manager,40,Private,23080,1,Sports Car,no,0,0,No,0,0,8,0,Highly Urban/ Urban
514538041,0,6-Oct-58,41,0,10,32774.00 ,No,0.00 ,z_No,z_F,z_High School,Clerical,44,Private,20120,4,Minivan,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
25561360,0,8-Apr-59,40,0,11,57474.00 ,No,186418.00 ,Yes,M,Bachelors,Clerical,5,Commercial,29270,4,Panel Truck,yes,0,0,No,1,0,5,0,Highly Urban/ Urban
753037176,0,7-Aug-68,31,1,12,26520.00 ,No,154493.00 ,Yes,M,Bachelors,Student,62,Commercial,4600,6,Minivan,yes,0,0,No,2,0,5,0,Highly Urban/ Urban
883748009,0,27-Oct-52,47,0,8,18444.00 ,No,0.00 ,Yes,z_F,z_High School,Student,35,Commercial,19450,6,z_SUV,no,2981,2,No,5,0,,0,Highly Urban/ Urban
31827166,0,6-Jan-46,53,0,,107259.00 ,No,343700.00 ,Yes,M,Masters,Professional,36,Private,29230,10,Minivan,yes,0,0,No,0,0,15,0,Highly Urban/ Urban
680782638,0,5-Jun-60,39,3,7,34046.00 ,No,183383.00 ,Yes,z_F,z_High School,Clerical,33,Private,4040,6,z_SUV,no,0,0,No,0,0,5,0,z_Highly Rural/ Rural
883604551,0,20-May-66,33,3,14,32364.00 ,No,152894.00 ,Yes,M,<High School,Clerical,40,Private,12270,18,Minivan,yes,0,0,No,3,0,1,0,Highly Urban/ Urban
714473703,0,2-Jan-40,59,0,5,106775.00 ,No,,z_No,M,Masters,Lawyer,10,Private,31930,1,Minivan,yes,0,0,No,0,0,,0,Highly Urban/ Urban
213057541,0,29-Jan-57,42,0,,52988.00 ,No,176275.00 ,Yes,M,z_High School,z_Blue Collar,24,Commercial,23450,1,Minivan,no,0,0,No,2,0,11,0,z_Highly Rural/ Rural
885280620,0,26-Apr-59,40,0,11,16989.00 ,No,0.00 ,z_No,M,<High School,z_Blue Collar,20,Commercial,12230,4,Pickup,yes,26104,1,Yes,13,6100,6,1,Highly Urban/ Urban
931739722,0,15-Jul-58,41,2,7,17755.00 ,Yes,148815.00 ,z_No,z_F,<High School,Clerical,29,Private,14480,1,Minivan,yes,0,0,Yes,2,0,1,0,Highly Urban/ Urban
939401184,1,20-Jan-62,37,2,13,,Yes,0.00 ,z_No,z_F,z_High School,z_Blue Collar,62,Commercial,9360,4,Sports Car,no,0,0,No,0,6195,,1,Highly Urban/ Urban
840809480,0,29-Jun-63,36,3,12,56048.00 ,No,137836.00 ,Yes,M,Masters,Lawyer,15,Private,10700,6,Minivan,no,2045,2,No,2,0,16,0,Highly Urban/ Urban
800426023,0,2-Dec-54,44,2,15,16352.00 ,No,134164.00 ,Yes,z_F,z_High School,Home Maker,37,Private,10520,1,z_SUV,no,7838,1,No,1,8841,1,1,Highly Urban/ Urban
14827139,0,7-Feb-43,56,0,16,44760.00 ,No,164852.00 ,Yes,M,Bachelors,Manager,30,Private,21770,13,Minivan,yes,0,0,No,0,0,6,0,Highly Urban/ Urban
212687745,1,30-Dec-53,45,1,14,63952.00 ,No,196368.00 ,Yes,z_F,Masters,Lawyer,50,Private,32340,6,Van,no,27877,2,Yes,0,2117,13,1,Highly Urban/ Urban
224701093,0,16-Apr-65,34,3,12,22510.00 ,No,123888.00 ,Yes,M,z_High School,Clerical,26,Private,14690,4,Minivan,yes,0,0,Yes,0,1230,1,1,z_Highly Rural/ Rural
401200262,0,23-Sep-51,48,0,,,No,252896.00 ,Yes,M,Bachelors,Professional,14,Commercial,28560,13,Panel Truck,yes,1554,5,No,1,0,10,0,Highly Urban/ Urban
926073051,1,12-Oct-55,44,2,,24060.00 ,Yes,0.00 ,z_No,M,Bachelors,Clerical,24,Private,14220,4,Minivan,no,0,0,No,0,3532,10,1,Highly Urban/ Urban
45830738,0,25-Jul-66,33,4,12,20822.00 ,No,76022.00 ,Yes,z_F,z_High School,Home Maker,46,Private,6880,13,z_SUV,no,7896,3,No,0,866,1,1,Highly Urban/ Urban
997497927,0,6-Dec-66,32,3,14,54968.00 ,No,146784.00 ,Yes,z_F,z_High School,Professional,20,Private,10040,4,z_SUV,no,0,0,Yes,0,0,8,0,Highly Urban/ Urban
862203239,0,20-Oct-65,34,0,8,14194.00 ,No,87034.00 ,z_No,z_F,<High School,Clerical,13,Private,2920,4,Sports Car,no,24767,3,Yes,2,7786,10,1,Highly Urban/ Urban
116102677,1,6-Nov-61,38,4,12,2149.00 ,No,72889.00 ,Yes,z_F,<High School,Home Maker,35,Private,22690,10,Pickup,no,0,0,No,2,0,1,0,Highly Urban/ Urban
635101571,0,18-Feb-64,35,2,12,,Yes,0.00 ,z_No,z_F,<High School,z_Blue Collar,43,Private,9730,5,z_SUV,no,0,0,No,4,5426,4,1,Highly Urban/ Urban
793404097,2,2-Jan-55,44,2,14,45576.00 ,No,156623.00 ,Yes,z_F,<High School,z_Blue Collar,27,Private,1500,4,Sports Car,no,25276,1,No,8,0,,0,Highly Urban/ Urban
62434528,2,10-May-56,43,3,11,137103.00 ,Yes,0.00 ,z_No,z_F,Masters,Manager,29,Private,19510,1,Sports Car,no,8890,3,No,0,4148,15,1,Highly Urban/ Urban
935079846,0,5-Sep-50,49,0,9,,No,0.00 ,z_No,M,PhD,,31,Commercial,33710,3,Panel Truck,no,34351,2,Yes,2,0,18,0,Highly Urban/ Urban
948288985,0,25-Oct-53,46,0,10,79538.00 ,No,0.00 ,z_No,z_F,Bachelors,Manager,13,Private,14050,3,Minivan,no,0,0,Yes,2,0,11,0,Highly Urban/ Urban
396323054,0,3-Dec-53,45,1,11,185836.00 ,No,509115.00 ,Yes,z_F,PhD,Lawyer,28,Private,10250,1,z_SUV,no,4307,3,No,6,0,20,0,Highly Urban/ Urban
299024508,0,1-Jan-53,46,0,14,,No,397661.00 ,z_No,M,Masters,,22,Commercial,33320,4,Panel Truck,yes,0,0,Yes,1,0,12,0,Highly Urban/ Urban
39392545,0,8-Nov-54,45,0,11,61931.00 ,No,213530.00 ,Yes,M,Masters,,30,Commercial,10910,13,Pickup,yes,25106,2,No,0,0,,0,Highly Urban/ Urban
536604822,0,23-Jul-51,48,0,9,61509.00 ,No,195438.00 ,Yes,M,Masters,,40,Commercial,23230,6,Panel Truck,yes,0,0,No,1,0,17,0,Highly Urban/ Urban
429992959,0,16-Sep-36,63,0,9,74426.00 ,No,0.00 ,z_No,z_F,PhD,Doctor,11,Private,27600,1,z_SUV,no,0,0,No,0,0,18,0,Highly Urban/ Urban
160577728,0,18-Feb-55,44,0,9,74722.00 ,No,231034.00 ,Yes,z_F,Bachelors,Professional,9,Private,23640,6,Minivan,no,0,0,No,0,0,1,0,Highly Urban/ Urban
108385737,1,7-Mar-54,45,2,11,102393.00 ,Yes,0.00 ,z_No,M,Bachelors,Professional,25,Private,1500,1,Minivan,yes,0,0,No,2,2371,11,1,Highly Urban/ Urban
414142186,0,17-Sep-37,62,0,15,40656.00 ,No,208242.00 ,Yes,z_F,z_High School,Clerical,57,Private,9170,4,Sports Car,no,42342,2,Yes,2,4178,7,1,Highly Urban/ Urban
421217157,0,24-Nov-50,48,0,0,0.00 ,No,98920.00 ,Yes,z_F,z_High School,Home Maker,50,Private,8660,3,Sports Car,no,8363,2,No,3,0,,0,Highly Urban/ Urban
935010485,1,10-Feb-62,37,2,12,,No,205211.00 ,Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,5200,1,z_SUV,no,2718,1,No,1,4804,3,1,Highly Urban/ Urban
537840281,0,27-Aug-64,35,0,,29371.00 ,No,0.00 ,z_No,z_F,<High School,Clerical,49,Private,4860,10,Sports Car,no,0,0,No,0,0,1,0,Highly Urban/ Urban
748139140,0,13-Aug-51,48,0,12,31773.00 ,No,165090.00 ,Yes,M,z_High School,Clerical,14,Commercial,9640,13,Pickup,no,1212,1,No,4,1354,1,1,Highly Urban/ Urban
601118153,0,26-Dec-59,39,0,11,33727.00 ,No,0.00 ,z_No,z_F,Bachelors,Clerical,27,Private,10850,1,z_SUV,no,8350,1,No,2,0,12,0,Highly Urban/ Urban
808304017,0,30-May-50,49,0,0,0.00 ,No,159389.00 ,Yes,z_F,Masters,Professional,42,Private,6400,10,z_SUV,no,9115,1,No,6,0,14,0,Highly Urban/ Urban
803325269,0,24-Jul-55,44,2,15,139330.00 ,Yes,316900.00 ,z_No,z_F,z_High School,z_Blue Collar,35,Commercial,22050,10,Sports Car,no,0,0,No,0,0,1,0,z_Highly Rural/ Rural
701235200,0,22-Dec-48,50,0,13,163296.00 ,No,447616.00 ,z_No,z_F,PhD,Lawyer,42,Private,22830,1,Minivan,no,0,0,No,0,0,14,0,z_Highly Rural/ Rural
916609661,0,3-Oct-69,30,1,10,17455.00 ,Yes,140978.00 ,z_No,z_F,<High School,z_Blue Collar,50,Private,12380,13,Minivan,no,0,0,No,0,0,6,0,z_Highly Rural/ Rural
469714824,0,3-Nov-45,54,0,,71007.00 ,No,240833.00 ,Yes,M,Bachelors,Manager,61,Private,14000,6,Minivan,no,0,0,No,0,0,11,0,Highly Urban/ Urban
46606719,0,6-Sep-61,38,0,0,0.00 ,No,0.00 ,Yes,M,z_High School,Student,41,Commercial,17470,10,Van,no,3157,2,No,5,0,6,0,z_Highly Rural/ Rural
454040458,0,9-Apr-46,53,0,6,38036.00 ,No,153381.00 ,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13140,1,z_SUV,no,0,0,No,4,2425,1,1,Highly Urban/ Urban
951246359,0,30-Mar-46,53,0,13,41199.00 ,No,150933.00 ,z_No,z_F,Bachelors,Manager,21,Private,15360,1,z_SUV,no,0,0,No,0,0,8,0,Highly Urban/ Urban
389315422,0,28-Nov-69,29,1,10,38042.00 ,Yes,202967.00 ,z_No,M,z_High School,Professional,15,Private,15160,6,Minivan,no,0,0,No,0,0,1,0,Highly Urban/ Urban
180660768,0,20-Jan-41,58,0,11,91223.00 ,No,0.00 ,z_No,M,Masters,Lawyer,23,Private,10620,6,Pickup,no,0,0,No,0,0,,0,Highly Urban/ Urban
184578161,0,25-Jul-44,55,0,7,45787.00 ,No,173196.00 ,Yes,z_F,Masters,Lawyer,5,Private,19380,6,Minivan,no,0,0,No,0,0,13,0,Highly Urban/ Urban
59798468,0,17-Sep-44,55,0,,84964.00 ,No,227091.00 ,Yes,M,Bachelors,z_Blue Collar,21,Commercial,5760,1,Pickup,yes,969,2,No,6,0,11,0,Highly Urban/ Urban
957817015,0,4-Nov-43,56,0,8,38240.00 ,No,190675.00 ,Yes,z_F,z_High School,Clerical,28,Private,16220,4,z_SUV,no,0,0,No,0,0,,0,z_Highly Rural/ Rural
402443529,0,20-Dec-59,39,2,0,0.00 ,No,69369.00 ,Yes,z_F,z_High School,Home Maker,36,Private,8750,4,Sports Car,no,0,0,No,0,0,8,0,Highly Urban/ Urban
298667574,2,26-Jun-55,44,2,13,142588.00 ,No,365256.00 ,Yes,M,Masters,Manager,28,Private,21790,6,Minivan,yes,0,0,No,2,0,9,0,Highly Urban/ Urban
303462460,0,13-May-65,34,0,11,51565.00 ,No,0.00 ,z_No,M,Masters,Lawyer,36,Private,18110,1,Van,yes,759,2,No,3,0,15,0,Highly Urban/ Urban
629946797,0,8-Aug-65,34,3,0,0.00 ,No,66358.00 ,Yes,z_F,z_High School,Home Maker,25,Private,11740,9,z_SUV,no,1800,2,No,2,5711,1,1,Highly Urban/ Urban
783473090,0,6-Jan-63,36,0,11,105384.00 ,No,267509.00 ,Yes,M,Masters,Professional,24,Private,13800,7,Minivan,yes,31695,3,Yes,4,0,17,0,Highly Urban/ Urban
8565171,0,13-Oct-58,41,0,10,66265.00 ,No,159276.00 ,Yes,M,Masters,Lawyer,59,Private,12230,4,Minivan,yes,0,0,No,1,13105,9,1,Highly Urban/ Urban
950995873,0,30-Apr-53,46,0,7,,No,,z_No,M,Masters,,17,Commercial,23350,13,Panel Truck,yes,4678,3,No,6,4061,17,1,Highly Urban/ Urban
867703916,0,8-Mar-54,45,0,12,32394.00 ,No,0.00 ,z_No,z_F,z_High School,Clerical,33,Private,13770,4,z_SUV,no,0,0,No,0,0,1,0,Highly Urban/ Urban
593582812,0,31-Jul-57,42,0,9,76226.00 ,No,217920.00 ,Yes,M,Bachelors,z_Blue Collar,18,Commercial,23390,13,Panel Truck,yes,0,0,No,0,0,14,0,Highly Urban/ Urban
22340563,1,25-May-61,38,3,16,7528.00 ,No,113809.00 ,Yes,M,<High School,Clerical,26,Private,8080,1,Pickup,yes,0,0,No,0,0,8,0,z_Highly Rural/ Rural
679555193,0,16-Feb-66,33,4,0,0.00 ,Yes,0.00 ,z_No,M,z_High School,Student,14,Commercial,15090,1,Minivan,yes,1631,1,No,2,7838,5,1,Highly Urban/ Urban
161607403,0,1-Aug-62,37,0,0,,No,73890.00 ,Yes,z_F,Bachelors,Student,48,Commercial,12850,7,z_SUV,no,0,0,No,3,3660,6,1,Highly Urban/ Urban
700623278,1,5-Jan-57,42,1,9,32797.00 ,No,160661.00 ,Yes,z_F,Masters,Lawyer,63,Private,21690,1,Minivan,no,0,0,No,2,0,14,0,Highly Urban/ Urban
755810990,0,20-Nov-51,47,0,11,44705.00 ,No,217885.00 ,Yes,z_F,Bachelors,Professional,50,Private,12840,1,z_SUV,no,1533,2,No,0,5125,10,1,Highly Urban/ Urban
464090162,0,11-Nov-56,43,1,0,0.00 ,No,70170.00 ,Yes,z_F,Bachelors,Home Maker,26,Private,8350,1,z_SUV,no,0,0,No,3,0,7,0,Highly Urban/ Urban
170483243,0,6-Jun-47,52,0,9,68992.00 ,No,216986.00 ,z_No,z_F,Bachelors,z_Blue Collar,36,Commercial,15120,1,Minivan,no,0,0,No,3,0,10,0,z_Highly Rural/ Rural
421316364,0,8-Oct-56,43,0,11,132561.00 ,No,314433.00 ,z_No,M,Masters,Professional,8,Commercial,30150,16,Panel Truck,no,12294,1,No,0,0,1,0,Highly Urban/ Urban
505563410,0,6-Jan-35,64,0,15,31738.00 ,No,197010.00 ,Yes,M,<High School,z_Blue Collar,23,Commercial,14620,6,z_SUV,no,3994,2,No,0,5085,1,1,Highly Urban/ Urban
813759954,0,21-Jan-33,66,1,17,96830.00 ,No,325826.00 ,Yes,M,Masters,Professional,23,Private,11180,7,z_SUV,no,0,0,No,0,0,16,0,Highly Urban/ Urban
37074844,0,24-Feb-39,60,0,9,125893.00 ,No,0.00 ,z_No,M,PhD,,21,Commercial,7500,9,Pickup,yes,7278,2,No,4,0,15,0,Highly Urban/ Urban
130470336,2,8-Dec-63,35,4,6,154577.00 ,Yes,397868.00 ,z_No,z_F,Bachelors,z_Blue Collar,27,Private,20450,6,z_SUV,no,4645,1,No,3,0,1,0,Highly Urban/ Urban
637739719,0,23-Apr-47,52,0,7,64014.00 ,No,244863.00 ,Yes,M,<High School,z_Blue Collar,33,Commercial,7900,4,Pickup,yes,8882,3,No,1,2143,5,1,Highly Urban/ Urban
427956603,0,11-Sep-47,52,0,11,79348.00 ,No,270032.00 ,Yes,z_F,z_High School,Manager,23,Private,13150,11,z_SUV,no,0,0,No,2,0,1,0,Highly Urban/ Urban
993272296,0,26-Jul-43,56,2,14,192089.00 ,No,471701.00 ,Yes,M,PhD,,31,Commercial,21100,1,Van,yes,0,0,No,0,6484,,1,Highly Urban/ Urban
880941719,1,8-Jun-61,38,1,7,,No,0.00 ,Yes,z_F,z_High School,Student,40,Private,7050,4,Sports Car,no,0,0,No,0,0,10,0,z_Highly Rural/ Rural
765577228,0,8-May-44,55,0,15,108152.00 ,No,329756.00 ,Yes,z_F,Masters,Manager,18,Private,12320,1,z_SUV,no,0,0,Yes,0,0,15,0,Highly Urban/ Urban
879477038,0,14-Dec-51,47,0,14,,No,276241.00 ,Yes,M,Bachelors,Manager,48,Private,21320,1,Van,yes,0,0,No,0,0,13,0,Highly Urban/ Urban
718294261,0,30-Sep-62,37,0,12,123520.00 ,No,383731.00 ,Yes,M,Bachelors,z_Blue Collar,14,Commercial,17550,1,Van,no,0,0,No,0,0,,0,Highly Urban/ Urban
538875785,0,6-Jul-52,47,0,13,45257.00 ,No,160051.00 ,Yes,M,Bachelors,Clerical,33,Commercial,29210,6,Panel Truck,yes,0,0,No,0,0,,0,Highly Urban/ Urban
106556153,0,4-Mar-73,26,0,8,53244.00 ,No,0.00 ,z_No,M,Bachelors,Professional,28,Commercial,20920,3,Van,yes,6224,1,No,1,4028,8,1,Highly Urban/ Urban
199037688,1,5-Sep-38,61,2,17,41857.00 ,No,169015.00 ,Yes,z_F,Masters,Manager,35,Private,20870,1,Sports Car,no,0,0,No,0,0,21,0,Highly Urban/ Urban
602893924,0,22-Oct-58,41,1,8,126468.00 ,Yes,0.00 ,z_No,z_F,Masters,Manager,34,Commercial,32690,3,Pickup,no,0,0,No,2,2114,18,1,Highly Urban/ Urban
52095937,3,19-Jun-59,40,3,9,75516.00 ,No,247673.00 ,Yes,z_F,z_High School,z_Blue Collar,53,Commercial,13050,5,Sports Car,no,0,0,Yes,0,0,6,0,z_Highly Rural/ Rural
351243985,0,6-Mar-47,52,0,16,76954.00 ,No,249290.00 ,z_No,M,Bachelors,Professional,44,Private,19540,6,Minivan,yes,0,0,Yes,0,0,11,0,Highly Urban/ Urban
